mois_non_declares,solde,mois_payes_spontane_dern_seg,anciennete_mois,recence_decl_mois,recence_seg_mois,ecart_mois_decl_vs_seg,regime,centre_impot,segment,activite,RISQUE_BIN
6.0,11319.0,0.0,7.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
3.0,20943.0,0.0,10.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,COMMERCE DE GROS ET DE DETAIL,1.0
41.0,454654.0,0.0,183.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,PUBLICITE,1.0
0.0,80176.0,2.0,50.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES D'INFORMATION ET DE TELECOMMUNICATIONS,0.0
3.0,-50.0,0.0,6.0,0.0,0.0,0.0,1,CENTRE DIVI DES IMPOTS DE DOUALA 5,R,ACTIVITES D'INFORMATION ET DE TELECOMMUNICATIONS,0.0
0.0,80176.0,0.0,3.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
4.0,408353.0,0.0,241.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU LITTORAL 1,R,"VENTE/PRODUCTEUR VETEMENT, TISSUS,...",0.0
0.0,80176.0,0.0,5.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
12.0,1395916.0,0.0,43.0,0.0,0.0,0.0,3,CENTRE DIVI DES IMPOTS DE DOUALA 5,R,ENSEIGNEMENT,0.0
22.0,3436717.0,0.0,140.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,INDUSTRIE DES OLEAGINEUX ET D'ALIMENTS POUR ANIMAUX,0.0
7.0,361822.0,0.0,43.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,SERV. FOURN. AUX ENTREPRISES,1.0
10.0,2083130.0,0.0,163.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 10,R,ENSEIGNEMENT,0.0
0.0,80176.0,0.0,163.0,0.0,0.0,0.0,3,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA BONANJO,R,ACTIVITES EDUCATIVES,0.0
0.0,80176.0,0.0,127.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES EDUCATIVES,0.0
14.0,9646.0,0.0,19.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 3,R,ENSEIGNEMENT,0.0
0.0,80176.0,0.0,75.0,0.0,0.0,0.0,3,CENTRE DIVI DES IMPOTS DE DOUALA 5,R,ENSEIGNEMENT,0.0
4.0,289268.0,0.0,19.0,0.0,0.0,0.0,3,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA BONANJO,R,ENSEIGNEMENT,0.0
31.0,8165.0,0.0,32.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 3,R,ENSEIGNEMENT,0.0
0.0,80176.0,0.0,19.0,0.0,0.0,0.0,3,CENTRE DIVI DES IMPOTS DE DOUALA 5,R,ENSEIGNEMENT,0.0
0.0,80176.0,0.0,163.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 1,R,ENSEIGNEMENT,0.0
19.0,-2.0,0.0,31.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 1,R,ENSEIGNEMENT,0.0
32.0,1366499.0,0.0,607.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 2,R,ENSEIGNEMENT,0.0
10.0,1566099.0,0.0,284.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,SERV. FOURN. AUX ENTREPRISES,0.0
10.0,41342.0,0.0,18.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
47.0,834383.0,0.0,103.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,COMMERCE GENERAL,0.0
5.0,-987.0,0.0,17.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES D'INFORMATION ET DE TELECOMMUNICATIONS,0.0
8.0,163444.0,0.0,22.0,0.0,0.0,0.0,9,CENTRE DIV IMPOTS DE DOUALA 1,R,ENTREPRISES D?ENTRETIEN ET DE NETTOYAGE D?IMMEUBLES,0.0
41.0,1048917.0,0.0,620.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 2,R,COMPTABILITE,0.0
40.0,103819.0,0.0,47.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,COMMERCE GENERAL,0.0
14.0,25811.0,0.0,26.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,"BATIMENTS ET TRAVAUX PUBLICS : ENTREPRISES GENERALES DE BATIMENT, ENTREPRISES DE PEINTURE, D?INSTALLATIONS SANITAIRES, D?INSTALLATIONS ELECTRIQUES, DE ZINGUERIE, DE PLOMBERIE, DE VITRERIE ; CONSTRUCTION ET ENTRETIEN DES ROUTES, VOIES FERREES, CANALISATION D?EAU (OUVRAGES D?ART EXCLUS)",1.0
39.0,518860.0,0.0,475.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 2,R,CONSEIL JURIDIQUE,0.0
8.0,0.0,0.0,9.0,0.0,0.0,0.0,1,CENTRE DIVI DES IMPOTS DE DOUALA 5,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,80176.0,0.0,6.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA AKWA 1,R,EXTRACTION DE MINERAIS,1.0
7.0,1572227.0,0.0,27.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA AKWA 1,R,COMMERCE DE GROS ET DE DETAIL,1.0
0.0,80176.0,2.0,1.0,0.0,0.0,0.0,2,CENTRE DIV IMPOTS DE DOUALA 3,R,HYDRAULIQUE AGRICOLE OU PASTORALE,1.0
63.0,13358.0,0.0,86.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU LITTORAL 1,R,COMMERCE GENERAL,0.0
0.0,80176.0,0.0,6.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,"AUTRES ACTIVITES FOURNIES A LA COLLECTIVITE, ACTIVITES SOCIALES ET PERSONNELLES",0.0
0.0,80176.0,0.0,7.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 1,R,ENSEIGNEMENT,0.0
7.0,-239.0,0.0,15.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,TRANSITAIRES ET AGREES EN DOUANE,1.0
0.0,80176.0,2.0,0.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
75.0,3860847.0,0.0,127.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 4,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
24.0,32705.0,0.0,27.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,TRANSITAIRES ET AGREES EN DOUANE,1.0
54.0,83419.0,0.0,59.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,COMMERCE GENERAL,0.0
3.0,-46.0,0.0,25.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,"TRAVAUX PUBLICS, GENIE CIVIL : CARRIERE A CIEL OUVERT, TRAVAUX SOUTERRAINS DANS LA CONSTRUCTION ET L?ENTRETIEN DES EGOUTS ET CANALISATIONS D?EAU, CONSTRUCTION ET ENTRETIEN D?OUVRAGES D?ART (PONTS, AQUEDUCS, QUAIS, JETEES, DIGUES ET BARRAGES), ENTREPRISES DE CONSTRUCTION ET D?ENTRETIEN DE LIGNES EXTERIEURES DE TRANSPORT D?ENERGIE, ENTREPRISES DE DEMOLITION, CONSTRUCTION DE TUNNELS",1.0
3.0,-10.0,0.0,4.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
58.0,60502.0,0.0,63.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,CONSTRUCTION,1.0
9.0,29067.0,0.0,44.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 6,R,BATIMENT ET TRAVAUX PUBLICS,1.0
31.0,26850.0,0.0,34.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,CONSTRUCTION DE BATIMENTS,1.0
0.0,80176.0,0.0,60.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
4.0,75840.0,0.0,12.0,0.0,0.0,0.0,2,CENTRE DIV IMPOTS DE DOUALA 2,R,"AGRICULTURE ET ENTREPRISES AGRO-PASTORALES, HORTICULTURE, SYLVICULTURE",0.0
25.0,-22.0,0.0,81.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU LITTORAL 2,R,AUTRES S. SOC. c FOURN A LA COLLEC,0.0
21.0,13479.0,0.0,22.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
20.0,216590.0,0.0,40.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,"AGRICULTURE,CHASSE, SYLVICULTURE p",1.0
19.0,195237.0,0.0,63.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,BATIMENT ET TRAVAUX PUBLICS,1.0
82.0,0.0,0.0,83.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
8.0,60065.0,0.0,21.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,TRANSITAIRES ET AGREES EN DOUANE,0.0
0.0,80176.0,0.0,180.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,"ENTREPRISES DE PRODUCTION, DE TRANSPORT ET DE DISTRIBUTION D?ELECTRICITE",1.0
0.0,0.0,2.0,50.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU CENTRE 1,R,"HOTELS, RESTAURANTS, CAFES, BARS ET DANCING",0.0
67.0,19784726.0,0.0,331.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,BANQUE ET ETABLISSEMENTS FINANCIERS,0.0
3.0,10727.0,0.0,9.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,COMMERCE DE GROS ET DE DETAIL,1.0
0.0,80176.0,0.0,68.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,SERV. FOURN. AUX PARTICULIERS m,0.0
3.0,21262.0,0.0,24.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,REPARATION DE VEHICULES,1.0
6.0,46572.0,0.0,267.0,0.0,0.0,0.0,1,CIME CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,REPARATION APPAREIL FRIGORIFIQUE,1.0
0.0,80176.0,0.0,92.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
7.0,2393051.0,0.0,19.0,0.0,0.0,0.0,1,CENTRE DES IMPOTS DES MOYENNES ENTREPRISES DOUALA AKWA 1,R,"BATIMENTS ET TRAVAUX PUBLICS : ENTREPRISES GENERALES DE BATIMENT, ENTREPRISES DE PEINTURE, D?INSTALLATIONS SANITAIRES, D?INSTALLATIONS ELECTRIQUES, DE ZINGUERIE, DE PLOMBERIE, DE VITRERIE ; CONSTRUCTION ET ENTRETIEN DES ROUTES, VOIES FERREES, CANALISATION D?EAU (OUVRAGES D?ART EXCLUS)",1.0
4.0,35741.0,0.0,11.0,0.0,0.0,0.0,9,CENTRE DIV IMPOTS DE DOUALA 4,R,HEBERGEMENT ET RESTAURATION,0.0
5.0,14262.0,0.0,15.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 4,R,"ORGANISMES DE SANTE, MAISONS DE RETRAITE, MAISONS DE REPOS",0.0
7.0,32301.0,0.0,13.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
3.0,-942.0,0.0,16.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
4.0,11319.0,0.0,5.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
8.0,118325.0,0.0,20.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
8.0,4077644.0,0.0,341.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,"COM. GROS d,RESTAURATION h",0.0
3.0,362110.0,0.0,28.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,TRANSPORTS ROUTIERS DE MARCHANDISES OU DE VOYAGEURS,1.0
0.0,80176.0,2.0,3.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,"MEDECINS, PHARMACIENS, DENTISTES",0.0
5.0,-614.0,0.0,35.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,COMMERCE GENERAL,0.0
17.0,216509.0,0.0,55.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,COMMERCE GENERAL,0.0
8.0,15435.0,0.0,34.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,SERV. FOURN. AUX ENTREPRISES,0.0
5.0,11627.0,0.0,6.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
4.0,14739.0,0.0,43.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 13,R,COMMERCE GENERAL,0.0
5.0,107639.0,0.0,107.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,COMMERCE DE GROS ET DE DETAIL,0.0
3.0,11915.0,0.0,32.0,0.0,0.0,0.0,9,CENTRE DIV IMPOTS DE DOUALA 1,R,nan,0.0
40.0,2046616.0,0.0,115.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,SERV. FOURN. AUX ENTREPRISES,0.0
58.0,1379733.0,0.0,119.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,EXPLOITATION FORESTIERE,1.0
3.0,118938.0,0.0,60.0,0.0,0.0,0.0,1,CENTRE DIVISIONNAIRE DES IMPÔTS DOUALA 12,R,SERV. FOURN. AUX ENTREPRISES,0.0
52.0,548642.0,0.0,84.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU LITTORAL 1,R,AUTRES S. SOC. c FOURN A LA COLLEC,0.0
17.0,2248342.0,0.0,39.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,SERV. FOURN. AUX ENTREPRISES,0.0
17.0,923.0,0.0,18.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
6.0,180882.0,0.0,76.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,SERV. FOURN. AUX ENTREPRISES,1.0
5.0,1083554.0,0.0,218.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 2,R,"PROFESSIONS LIBERALES, CABINETS COMPTABLES ET FISCAUX, CONSEILS JURIDIQUES, OFFICIERS MINISTERIELS",0.0
109.0,0.0,0.0,110.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,COMMERCE DE GROS ET DE DETAIL,1.0
3.0,13276.0,0.0,99.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,COMMERCE GENERAL,0.0
5.0,223216.0,0.0,50.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,TRANSPORTS PAR CAMIONS,1.0
0.0,80176.0,0.0,4.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,TRANSITAIRES ET AGREES EN DOUANE,1.0
0.0,80176.0,0.0,109.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES IMMOBILIERES,0.0
0.0,80176.0,0.0,79.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
4.0,-352.0,0.0,5.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
122.0,8575.0,0.0,200.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 8,R,VENTE/PRODUCTEUR PRODUIT INDETERMINE,0.0
3.0,10200.0,0.0,8.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
15.0,16790.0,0.0,36.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,SERV. FOURN. AUX PARTICULIERS m,0.0
0.0,80176.0,0.0,4.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,COMMERCE DE GROS ET DE DETAIL,1.0
3.0,-10.0,0.0,8.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
3.0,-18845.0,0.0,147.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 8,R,COMMERCE GENERAL,0.0
26.0,60650.0,0.0,39.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,REPARATION APPAREIL FRIGORIFIQUE,0.0
0.0,80176.0,2.0,50.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,TRANSITAIRES ET AGREES EN DOUANE,1.0
4.0,125347.0,0.0,31.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 6,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,1.0
4.0,0.0,0.0,5.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,COMMERCE DE GROS ET DE DETAIL,1.0
70.0,423953.0,0.0,201.0,0.0,0.0,0.0,1,DGE CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 5,R,SERV. FOURN. AUX ENTREPRISES,0.0
89.0,2538461.0,0.0,284.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,SERV. FOURN. AUX ENTREPRISES,0.0
0.0,80176.0,2.0,50.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,COMMERCE DE GROS ET DE DETAIL,1.0
0.0,80176.0,2.0,38.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,COMMERCE DE GROS ET DE DETAIL,1.0
57.0,100669.0,0.0,72.0,0.0,0.0,0.0,1,CENTRE PRINCIPAL DES IMPOTS DU LITTORAL 1,R,SERV. FOURN. AUX ENTREPRISES,1.0
3.0,-107086.0,0.0,307.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,AUTRES S. SOC. c FOURN A LA COLLEC,0.0
11.0,920816.0,0.0,161.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,COMMERCE DE DETAIL,0.0
0.0,80176.0,2.0,0.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,CONSTRUCTION,1.0
8.0,722138.0,0.0,146.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 10,R,SERV. FOURN. AUX ENTREPRISES,0.0
20.0,1184585.0,0.0,68.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,SERV. FOURN. AUX ENTREPRISES,1.0
0.0,80176.0,2.0,1.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,TRANSITAIRES ET AGREES EN DOUANE,1.0
28.0,0.0,0.0,29.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
5.0,0.0,0.0,6.0,0.0,0.0,0.0,1,CSPLI CENTRE DIVISIONAIRE DES IMPÔTS DOUALA 1,R,"AUTRES ACTIVITES FOURNIES A LA COLLECTIVITE, ACTIVITES SOCIALES ET PERSONNELLES",0.0
0.0,80176.0,2.0,50.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,ACTIVITES D'INFORMATION ET DE TELECOMMUNICATIONS,0.0
9.0,0.0,0.0,10.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
18.0,162587.0,0.0,40.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,SERV. FOURN. AUX ENTREPRISES,1.0
0.0,80176.0,0.0,3.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
5.0,-1106.0,0.0,168.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,AUTRES INDUSTRIE CONFECTION,1.0
26.0,678924.0,0.0,118.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,SERV. FOURN. AUX ENTREPRISES,1.0
16.0,0.0,0.0,17.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,TRANSITAIRES ET AGREES EN DOUANE,1.0
40.0,17823.0,0.0,114.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,SERV. FOURN. AUX ENTREPRISES,0.0
172.0,194824.0,0.0,207.0,0.0,0.0,0.0,1,CENTRE DIVISIONNAIRE DES IMPÔTS DOUALA 9,R,SERV. FOURN. AUX ENTREPRISES,0.0
0.0,80176.0,0.0,4.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,"HOTELS, RESTAURANTS, CAFES, BARS ET DANCING",0.0
3.0,0.0,0.0,6.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,"PROFESSIONS LIBERALES, CABINETS COMPTABLES ET FISCAUX, CONSEILS JURIDIQUES, OFFICIERS MINISTERIELS",0.0
45.0,16038.0,0.0,72.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,CONSEIL JURIDIQUE,0.0
0.0,80176.0,0.0,6.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,80176.0,0.0,3.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
15.0,-376.0,0.0,28.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,1.0
12.0,52518.0,0.0,19.0,0.0,0.0,0.0,1,CENTRE DIVI DES IMPOTS DE DOUALA 5,R,"BATIMENTS ET TRAVAUX PUBLICS : ENTREPRISES GENERALES DE BATIMENT, ENTREPRISES DE PEINTURE, D?INSTALLATIONS SANITAIRES, D?INSTALLATIONS ELECTRIQUES, DE ZINGUERIE, DE PLOMBERIE, DE VITRERIE ; CONSTRUCTION ET ENTRETIEN DES ROUTES, VOIES FERREES, CANALISATION D?EAU (OUVRAGES D?ART EXCLUS)",1.0
3.0,0.0,0.0,12.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 3,R,COMMERCE DE GROS ET DE DETAIL,1.0
26.0,392206.0,0.0,63.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,SERV. FOURN. AUX ENTREPRISES,0.0
5.0,109744.0,0.0,34.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,TRANSPORT ET ENTREPOSAGE,1.0
0.0,80176.0,0.0,27.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,TRANSITAIRE ET AUXILIAIRES DES TRANSPORTS,1.0
0.0,80176.0,2.0,1.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,"BATIMENTS ET TRAVAUX PUBLICS : ENTREPRISES GENERALES DE BATIMENT, ENTREPRISES DE PEINTURE, D?INSTALLATIONS SANITAIRES, D?INSTALLATIONS ELECTRIQUES, DE ZINGUERIE, DE PLOMBERIE, DE VITRERIE ; CONSTRUCTION ET ENTRETIEN DES ROUTES, VOIES FERREES, CANALISATION D?EAU (OUVRAGES D?ART EXCLUS)",1.0
75.0,61756.0,0.0,97.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 2,R,SERV. FOURN. AUX ENTREPRISES,0.0
3.0,-652.0,0.0,4.0,0.0,0.0,0.0,1,CENTRE DIV IMPOTS DE DOUALA 1,R,ACTIVITES FOURNIES PRINCIPALEMENT AUX ENTREPRISES,0.0
0.0,80176.0,2.0,0.0,0.0,0.0,0.0,2,CENTRE DIV IMPOTS DE DOUALA 1,R,"AGRICULTURE ET ENTREPRISES AGRO-PASTORALES, HORTICULTURE, SYLVICULTURE",0.0
0.0,80176.0,2.0,0.0,0.0,0.0,0.0,3,CENTRE DIV IMPOTS DE DOUALA 3,R,ENSEIGNEMENT,0.0
